uf;cd_ufe;cd_mue;nome;populacao;geocodigo
SC;42;3006;Caçador;77323;4203006
SC;42;3105;Caibi;6213;4203105
SC;42;3154;Calmon;3380;4203154
SC;42;3204;Camboriú;78731;4203204
SC;42;3253;Capão Alto;2597;4203253
SC;42;3303;Campo Alegre;12012;4203303
SC;42;3402;Campo Belo do Sul;7177;4203402
SC;42;3501;Campo Erê;8787;4203501
SC;42;3600;Campos Novos;35710;4203600
SC;42;3709;Canelinha;11944;4203709
SC;42;3808;Canoinhas;54403;4203808
SC;42;3907;Capinzal;22524;4203907
SC;42;3956;Capivari de Baixo;24298;4203956
SC;42;4004;Catanduvas;10632;4204004
SC;42;4103;Caxambu do Sul;3850;4204103
SC;42;4152;Celso Ramos;2760;4204152
SC;42;4178;Cerro Negro;3254;4204178
SC;42;4194;Chapadão do Lageado;2953;4204194
SC;42;4202;Chapecó;213279;4204202
SC;42;4251;Cocal do Sul;16446;4204251
SC;42;4301;Concórdia;73766;4204301
SC;42;4350;Cordilheira Alta;4321;4204350
SC;42;4400;Coronel Freitas;10130;4204400
SC;42;4459;Coronel Martins;2548;4204459
SC;42;4509;Corupá;15541;4204509
SC;42;4558;Correia Pinto;13358;4204558
SC;42;4608;Criciúma;211369;4204608
SC;42;4707;Cunha Porã;11057;4204707
SC;42;4756;Cunhataí;1955;4204756
SC;42;4806;Curitibanos;39566;4204806
SC;42;4905;Descanso;8399;4204905
SC;42;5001;Dionísio Cerqueira;15450;4205001
SC;42;5100;Dona Emma;4081;4205100
SC;42;5159;Doutor Pedrinho;4043;4205159
SC;42;5175;Entre Rios;3183;4205175
SC;42;5191;Ermo;2076;4205191
SC;42;5209;Erval Velho;4480;4205209
SC;42;5308;Faxinal dos Guedes;10745;4205308
SC;42;5357;Flor do Sertão;1594;4205357
SC;42;5407;Florianópolis;485838;4205407
SC;42;5431;Formosa do Sul;2549;4205431
SC;42;5456;Forquilhinha;25988;4205456
SC;42;5506;Fraiburgo;36261;4205506
SC;42;5555;Frei Rogério;2146;4205555
SC;42;5605;Galvão;3058;4205605
SC;42;5704;Garopaba;22082;4205704
SC;42;5803;Garuva;17479;4205803
SC;42;5902;Gaspar;67392;4205902
SC;42;6009;Governador Celso Ramos;14229;4206009
SC;42;6108;Grão Pará;6537;4206108
SC;42;6207;Gravatal;11394;4206207
SC;42;6306;Guabiruba;22732;4206306
SC;42;6405;Guaraciaba;10259;4206405
SC;42;6504;Guaramirim;42872;4206504
SC;42;6603;Guarujá do Sul;5139;4206603
SC;42;6652;Guatambú;4733;4206652
SC;42;6702;Herval d'Oeste;22443;4206702
SC;42;6751;Ibiam;1967;4206751
SC;42;6801;Ibicaré;3268;4206801
SC;42;6900;Ibirama;18721;4206900
SC;42;7007;Içara;54845;4207007
SC;42;7106;Ilhota;13857;4207106
SC;42;7205;Imaruí;10571;4207205
SC;42;7304;Imbituba;44076;4207304
SC;42;7403;Imbuia;6133;4207403
SC;42;7502;Indaial;66497;4207502
SC;42;7577;Iomerê;2917;4207577
SC;42;7601;Ipira;4562;4207601
SC;42;7650;Iporã do Oeste;8930;4207650
SC;42;7684;Ipuaçu;7400;4207684
SC;42;7700;Ipumirim;7561;4207700
SC;42;7759;Iraceminha;4067;4207759
SC;42;7809;Irani;10285;4207809
SC;42;7858;Irati;1984;4207858
SC;42;7908;Irineópolis;11133;4207908
SC;42;8005;Itá;6275;4208005
SC;42;8104;Itaiópolis;21506;4208104
SC;42;8203;Itajaí;212615;4208203
SC;42;8302;Itapema;61187;4208302
SC;42;8401;Itapiranga;16683;4208401
SC;42;8450;Itapoá;19355;4208450
SC;42;8500;Ituporanga;24622;4208500
SC;42;8609;Jaborá;3990;4208609
SC;42;8708;Jacinto Machado;10539;4208708
SC;42;8807;Jaguaruna;19527;4208807
SC;42;8906;Jaraguá do Sul;170835;4208906
SC;42;8955;Jardinópolis;1625;4208955
SC;42;9003;Joaçaba;29608;4209003
SC;42;9102;Joinville;577077;4209102
SC;42;9151;José Boiteux;4887;4209151
SC;42;9177;Jupiá;2127;4209177
SC;42;9201;Lacerdópolis;2251;4209201
SC;42;9300;Lages;158508;4209300
SC;42;9409;Laguna;45311;4209409
SC;42;9458;Lajeado Grande;1453;4209458
SC;42;9508;Laurentino;6790;4209508
SC;42;9607;Lauro Muller;15149;4209607
SC;42;9706;Lebon Régis;12133;4209706
SC;42;9805;Leoberto Leal;3140;4209805
SC;42;9854;Lindóia do Sul;4615;4209854
SC;42;9904;Lontras;11774;4209904
SC;42;10001;Luiz Alves;12413;4210001
SC;42;10035;Luzerna;5705;4210035
SC;42;10050;Macieira;1799;4210050
SC;42;10100;Mafra;55907;4210100
SC;42;10209;Major Gercino;3429;4210209
SC;42;10308;Major Vieira;8015;4210308
SC;42;10407;Maracajá;7139;4210407
SC;42;10506;Maravilha;25076;4210506
SC;42;10555;Marema;1906;4210555
SC;42;10605;Massaranduba;16455;4210605
SC;42;10704;Matos Costa;2614;4210704
SC;42;10803;Meleiro;7047;4210803
SC;42;10852;Mirim Doce;2374;4210852
SC;42;10902;Modelo;4192;4210902
SC;42;11009;Mondaí;11496;4211009
SC;42;11058;Monte Carlo;9785;4211058
SC;42;11108;Monte Castelo;8471;4211108
SC;42;11207;Morro da Fumaça;17532;4211207
SC;42;11256;Morro Grande;2915;4211256
SC;42;11306;Navegantes;77137;4211306
SC;42;11405;Nova Erechim;4879;4211405
SC;42;11454;Nova Itaberaba;4339;4211454
SC;42;11504;Nova Trento;14099;4211504
SC;42;11603;Nova Veneza;14837;4211603
SC;42;11652;Novo Horizonte;2532;4211652
SC;42;11702;Orleans;22723;4211702
SC;42;11751;Otacílio Costa;18313;4211751
SC;42;11801;Ouro;7363;4211801
SC;42;11850;Ouro Verde;2245;4211850
SC;42;11876;Paial;1577;4211876
SC;42;11892;Painel;2376;4211892
SC;42;11900;Palhoça;164926;4211900
SC;42;12007;Palma Sola;7558;4212007
SC;42;12056;Palmeira;2586;4212056
SC;42;12106;Palmitos;16253;4212106
SC;42;12205;Papanduva;19015;4212205
SC;42;12239;Paraíso;3613;4212239
SC;42;12254;Passo de Torres;8370;4212254
SC;42;12270;Passos Maia;4243;4212270
SC;42;12304;Paulo Lopes;7360;4212304
SC;42;12403;Pedras Grandes;4026;4212403
SC;42;12502;Penha;31025;4212502
SC;42;12601;Peritiba;2855;4212601
SC;42;12650;Pescaria Brava;9980;4212650
SC;42;12700;Petrolândia;6021;4212700
SC;42;12809;Balneário Piçarras;21884;4212809
SC;42;12908;Pinhalzinho;19511;4212908
SC;42;13005;Pinheiro Preto;3480;4213005
SC;42;13104;Piratuba;4102;4213104
SC;42;13153;Planalto Alegre;2844;4213153
SC;42;13203;Pomerode;32334;4213203
SC;42;13302;Ponte Alta;4767;4213302
SC;42;13351;Ponte Alta do Norte;3413;4213351
SC;42;13401;Ponte Serrada;11545;4213401
SC;42;13500;Porto Belo;20294;4213500
SC;42;13609;Porto União;35207;4213609
SC;42;13708;Pouso Redondo;16957;4213708
SC;42;13807;Praia Grande;7364;4213807
SC;42;13906;Presidente Castello Branco;1610;4213906
SC;42;14003;Presidente Getúlio;16996;4214003
SC;42;14102;Presidente Nereu;2304;4214102
SC;42;14151;Princesa;2906;4214151
SC;42;14201;Quilombo;10044;4214201
SC;42;14300;Rancho Queimado;2871;4214300
SC;42;14409;Rio das Antas;6246;4214409
SC;42;14508;Rio do Campo;6043;4214508
SC;42;14607;Rio do Oeste;7463;4214607
SC;42;14706;Rio dos Cedros;11431;4214706
SC;42;14805;Rio do Sul;69188;4214805
SC;42;14904;Rio Fortuna;4606;4214904
SC;42;15000;Rio Negrinho;42029;4215000
SC;42;15059;Rio Rufino;2489;4215059
SC;42;15075;Riqueza;4670;4215075
SC;42;15109;Rodeio;11488;4215109
SC;42;15208;Romelândia;5022;4215208
SC;42;15307;Salete;7634;4215307
SC;42;15356;Saltinho;3847;4215356
SC;42;15406;Salto Veloso;4655;4215406
SC;42;15455;Sangão;12233;4215455
SC;42;15505;Santa Cecília;16701;4215505
SC;42;15554;Santa Helena;2266;4215554
SC;42;15604;Santa Rosa de Lima;2139;4215604
SC;42;15653;Santa Rosa do Sul;8356;4215653
SC;42;15679;Santa Terezinha;8846;4215679
SC;42;15687;Santa Terezinha do Progresso;2557;4215687
SC;42;15695;Santiago do Sul;1317;4215695
SC;42;15703;Santo Amaro da Imperatriz;22609;4215703
SC;42;15752;São Bernardino;2449;4215752
SC;42;15802;São Bento do Sul;82842;4215802
SC;42;15901;São Bonifácio;2899;4215901
SC;42;16008;São Carlos;11132;4216008
SC;42;16057;São Cristovão do Sul;5464;4216057
SC;42;16107;São Domingos;9502;4216107
SC;42;16206;São Francisco do Sul;50701;4216206
SC;42;16255;São João do Oeste;6309;4216255
SC;42;16305;São João Batista;35065;4216305
SC;42;16354;São João do Itaperiú;3690;4216354
SC;42;16404;São João do Sul;7268;4216404
SC;42;16503;São Joaquim;26646;4216503
SC;42;16602;São José;239718;4216602
SC;42;16701;São José do Cedro;13897;4216701
SC;42;16800;São José do Cerrito;8588;4216800
SC;42;16909;São Lourenço do Oeste;23698;4216909
SC;42;17006;São Ludgero;12934;4217006
SC;42;17105;São Martinho;3210;4217105
SC;42;17154;São Miguel da Boa Vista;1848;4217154
SC;42;17204;São Miguel do Oeste;39793;4217204
SC;42;17253;São Pedro de Alcântara;5602;4217253
SC;42;17303;Saudades;9664;4217303
SC;42;17402;Schroeder;20095;4217402
SC;42;17501;Seara;17526;4217501
SC;42;17550;Serra Alta;3301;4217550
SC;42;17600;Siderópolis;13870;4217600
SC;42;17709;Sombrio;29710;4217709
SC;42;17758;Sul Brasil;2551;4217758
SC;42;17808;Taió;18261;4217808
SC;42;17907;Tangará;8738;4217907
SC;42;17956;Tigrinhos;1695;4217956
SC;42;18004;Tijucas;36931;4218004
SC;42;18103;Timbé do Sul;5377;4218103
SC;42;18202;Timbó;42801;4218202
SC;42;18251;Timbó Grande;7767;4218251
SC;42;18301;Três Barras;19146;4218301
SC;42;18350;Treviso;3863;4218350
SC;42;18400;Treze de Maio;7098;4218400
SC;42;18509;Treze Tílias;7545;4218509
SC;42;18608;Trombudo Central;7211;4218608
SC;42;18707;Tubarão;104457;4218707
SC;42;18756;Tunápolis;4597;4218756
SC;42;18806;Turvo;12746;4218806
SC;42;18855;União do Oeste;2600;4218855
SC;42;18905;Urubici;11191;4218905
SC;42;18954;Urupema;2487;4218954
SC;42;19002;Urussanga;21177;4219002
SC;42;19101;Vargeão;3590;4219101
SC;42;19150;Vargem;2543;4219150
SC;42;19176;Vargem Bonita;4597;4219176
SC;42;19200;Vidal Ramos;6356;4219200
SC;42;19309;Videira;52066;4219309
SC;42;19358;Vitor Meireles;5056;4219358
SC;42;19408;Witmarsum;3912;4219408
SC;42;19507;Xanxerê;49738;4219507
SC;42;19606;Xavantina;4012;4219606
SC;42;19705;Xaxim;28210;4219705
SC;42;19853;Zortéa;3300;4219853
SC;42;20000;Balneário Rincão;12403;4220000
RS;43;34;Aceguá;4759;4300034
RS;43;59;Água Santa;3841;4300059
RS;43;109;Agudo;17085;4300109
RS;43;208;Ajuricaba;7358;4300208
RS;43;307;Alecrim;6736;4300307
RS;43;406;Alegrete;78003;4300406
RS;43;455;Alegria;4037;4300455
RS;43;471;Almirante Tamandaré do Sul;2079;4300471
RS;43;505;Alpestre;7433;4300505
RS;43;554;Alto Alegre;1803;4300554
RS;43;570;Alto Feliz;3040;4300570
RS;43;604;Alvorada;208177;4300604
RS;43;638;Amaral Ferrador;6854;4300638
RS;43;646;Ametista do Sul;7576;4300646
RS;43;661;André da Rocha;1306;4300661
RS;43;703;Anta Gorda;6210;4300703
RS;43;802;Antônio Prado;13306;4300802
RS;43;851;Arambaré;3748;4300851
RS;43;877;Araricá;5395;4300877
RS;43;901;Aratiba;6601;4300901
RS;43;1008;Arroio do Meio;20272;4301008
RS;43;1057;Arroio do Sal;9050;4301057
RS;43;1073;Arroio do Padre;2906;4301073
RS;43;1107;Arroio dos Ratos;14255;4301107
RS;43;1206;Arroio do Tigre;13388;4301206
RS;43;1305;Arroio Grande;18922;4301305
RS;43;1404;Arvorezinha;10614;4301404
RS;43;1503;Augusto Pestana;7091;4301503
RS;43;1552;Áurea;3718;4301552
RS;43;1602;Bagé;122209;4301602
RS;43;1636;Balneário Pinhal;12671;4301636
RS;43;1651;Barão;6109;4301651
RS;43;1701;Barão de Cotegipe;6763;4301701
RS;43;1750;Barão do Triunfo;7440;4301750
RS;43;1800;Barracão;5474;4301800
RS;43;1859;Barra do Guarita;3253;4301859
RS;43;1875;Barra do Quaraí;4223;4301875
RS;43;1909;Barra do Ribeiro;13365;4301909
RS;43;1925;Barra do Rio Azul;1915;4301925
RS;43;1958;Barra Funda;2516;4301958
RS;43;2006;Barros Cassal;11486;4302006
RS;43;2055;Benjamin Constant do Sul;2227;4302055
RS;43;2105;Bento Gonçalves;115069;4302105
RS;43;2154;Boa Vista das Missões;2167;4302154
RS;43;2204;Boa Vista do Buricá;6829;4302204
RS;43;2220;Boa Vista do Cadeado;2526;4302220
RS;43;2238;Boa Vista do Incra;2579;4302238
RS;43;2253;Boa Vista do Sul;2859;4302253
RS;43;2303;Bom Jesus;11773;4302303
RS;43;2352;Bom Princípio;13189;4302352
RS;43;2378;Bom Progresso;2216;4302378
RS;43;2402;Bom Retiro do Sul;12204;4302402
RS;43;2451;Boqueirão do Leão;7914;4302451
RS;43;2501;Bossoroca;6801;4302501
RS;43;2584;Bozano;2228;4302584
RS;43;2600;Braga;3647;4302600
RS;43;2659;Brochier;4996;4302659
RS;43;2709;Butiá;21247;4302709
RS;43;2808;Caçapava do Sul;34634;4302808
RS;43;2907;Cacequi;13552;4302907
RS;43;3004;Cachoeira do Sul;85495;4303004
RS;43;3103;Cachoeirinha;127318;4303103
RS;43;3202;Cacique Doble;5100;4303202
RS;43;3301;Caibaté;5042;4303301
RS;43;3400;Caiçara;5064;4303400
RS;43;3509;Camaquã;66215;4303509
RS;43;3558;Camargo;2733;4303558
RS;43;3608;Cambará do Sul;6680;4303608
RS;43;3673;Campestre da Serra;3407;4303673
RS;43;3707;Campina das Missões;5994;4303707
RS;43;3806;Campinas do Sul;5641;4303806
RS;43;3905;Campo Bom;64914;4303905
RS;43;4002;Campo Novo;5161;4304002
RS;43;4101;Campos Borges;3514;4304101
RS;43;4200;Candelária;31603;4304200
RS;43;4309;Cândido Godói;6567;4304309
RS;43;4358;Candiota;9406;4304358
RS;43;4408;Canela;43062;4304408
RS;43;4507;Canguçu;56103;4304507
RS;43;4606;Canoas;343853;4304606
RS;43;4614;Canudos do Vale;1817;4304614
RS;43;4622;Capão Bonito do Sul;1758;4304622
RS;43;4630;Capão da Canoa;48401;4304630
RS;43;4655;Capão do Cipó;3449;4304655
RS;43;4663;Capão do Leão;25495;4304663
RS;43;4671;Capivari do Sul;4362;4304671
RS;43;4689;Capela de Santana;11455;4304689
RS;43;4697;Capitão;2769;4304697
RS;43;4705;Carazinho;62339;4304705
RS;43;4713;Caraá;7971;4304713
RS;43;4804;Carlos Barbosa;28091;4304804
RS;43;4853;Carlos Gomes;1547;4304853
RS;43;4903;Casca;9079;4304903
RS;43;4952;Caseiros;3185;4304952
RS;43;5009;Catuípe;9335;4305009
RS;43;5108;Caxias do Sul;483377;4305108
RS;43;5116;Centenário;3016;4305116
RS;43;5124;Cerrito;6443;4305124
RS;43;5132;Cerro Branco;4694;4305132
RS;43;5157;Cerro Grande;2437;4305157
RS;43;5173;Cerro Grande do Sul;11486;4305173
RS;43;5207;Cerro Largo;14069;4305207
RS;43;5306;Chapada;9597;4305306
RS;43;5355;Charqueadas;38899;4305355
RS;43;5371;Charrua;3482;4305371
RS;43;5405;Chiapetta;4026;4305405
RS;43;5439;Chuí;6456;4305439
RS;43;5447;Chuvisca;5319;4305447
RS;43;5454;Cidreira;14710;4305454
RS;43;5504;Ciríaco;4983;4305504
RS;43;5587;Colinas;2499;4305587
RS;43;5603;Colorado;3478;4305603
RS;43;5702;Condor;6836;4305702
RS;43;5801;Constantina;10109;4305801
RS;43;5835;Coqueiro Baixo;1559;4305835
RS;43;5850;Coqueiros do Sul;2458;4305850
RS;43;5871;Coronel Barros;2559;4305871
RS;43;5900;Coronel Bicaco;7776;4305900
RS;43;5934;Coronel Pilar;1728;4305934
RS;43;5959;Cotiporã;4000;4305959
RS;43;5975;Coxilha;2876;4305975
RS;43;6007;Crissiumal;14195;4306007
RS;43;6056;Cristal;7831;4306056
RS;43;6072;Cristal do Sul;2918;4306072
RS;43;6106;Cruz Alta;63463;4306106
RS;43;6130;Cruzaltense;2059;4306130
RS;43;6205;Cruzeiro do Sul;12258;4306205
RS;43;6304;David Canabarro;4844;4306304
RS;43;6320;Derrubadas;3102;4306320
RS;43;6353;Dezesseis de Novembro;2744;4306353
RS;43;6379;Dilermando de Aguiar;3130;4306379
RS;43;6403;Dois Irmãos;30753;4306403
RS;43;6429;Dois Irmãos das Missões;2158;4306429
RS;43;6452;Dois Lajeados;3430;4306452
RS;43;6502;Dom Feliciano;15279;4306502
RS;43;6551;Dom Pedro de Alcântara;2617;4306551
RS;43;6601;Dom Pedrito;39822;4306601
RS;43;6700;Dona Francisca;3331;4306700
RS;43;6734;Doutor Maurício Cardoso;5110;4306734
RS;43;6759;Doutor Ricardo;2071;4306759
RS;43;6767;Eldorado do Sul;38581;4306767
RS;43;6809;Encantado;22128;4306809
RS;43;6908;Encruzilhada do Sul;25872;4306908
RS;43;6924;Engenho Velho;1340;4306924
RS;43;6932;Entre-Ijuís;8981;4306932
RS;43;6957;Entre Rios do Sul;3035;4306957
RS;43;6973;Erebango;3066;4306973
RS;43;7005;Erechim;103437;4307005
RS;43;7054;Ernestina;3215;4307054
RS;43;7104;Herval;6980;4307104
RS;43;7203;Erval Grande;5170;4307203
RS;43;7302;Erval Seco;7660;4307302
RS;43;7401;Esmeralda;3313;4307401
RS;43;7450;Esperança do Sul;3204;4307450
RS;43;7500;Espumoso;15843;4307500
RS;43;7559;Estação;6161;4307559
RS;43;7609;Estância Velha;47287;4307609
RS;43;7708;Esteio;84237;4307708
RS;43;7807;Estrela;33140;4307807
RS;43;7815;Estrela Velha;3745;4307815
RS;43;7831;Eugênio de Castro;2699;4307831
RS;43;7864;Fagundes Varela;2724;4307864
RS;43;7906;Farroupilha;69542;4307906
RS;43;8003;Faxinal do Soturno;6867;4308003
RS;43;8052;Faxinalzinho;2523;4308052
RS;43;8078;Fazenda Vilanova;4194;4308078
RS;43;8102;Feliz;13273;4308102
RS;43;8201;Flores da Cunha;29603;4308201
RS;43;8250;Floriano Peixoto;1958;4308250
RS;43;8300;Fontoura Xavier;10836;4308300
RS;43;8409;Formigueiro;7053;4308409
RS;43;8433;Forquetinha;2519;4308433
RS;43;8458;Fortaleza dos Valos;4588;4308458
RS;43;8508;Frederico Westphalen;30832;4308508
RS;43;8607;Garibaldi;33624;4308607
RS;43;8656;Garruchos;3182;4308656
RS;43;8706;Gaurama;5878;4308706
RS;43;8805;General Câmara;8663;4308805
RS;43;8854;Gentil;1705;4308854
RS;43;8904;Getúlio Vargas;16648;4308904
RS;43;9001;Giruá;17069;4309001
RS;43;9050;Glorinha;7654;4309050
RS;43;9100;Gramado;35047;4309100
RS;43;9126;Gramado dos Loureiros;2247;4309126
RS;43;9159;Gramado Xavier;4251;4309159
RS;43;9209;Gravataí;275146;4309209
RS;43;9258;Guabiju;1600;4309258
RS;43;9308;Guaíba;99334;4309308
RS;43;9407;Guaporé;24836;4309407
RS;43;9506;Guarani das Missões;8080;4309506
RS;43;9555;Harmonia;4664;4309555
RS;43;9571;Herveiras;3070;4309571
RS;43;9605;Horizontina;19338;4309605
RS;43;9654;Hulha Negra;6561;4309654
RS;43;9704;Humaitá;4988;4309704
RS;43;9753;Ibarama;4519;4309753
RS;43;9803;Ibiaçá;4846;4309803
RS;43;9902;Ibiraiaras;7458;4309902
RS;43;9951;Ibirapuitã;4155;4309951
RS;43;10009;Ibirubá;20355;4310009
RS;43;10108;Igrejinha;34903;4310108
RS;43;10207;Ijuí;83330;4310207
RS;43;10306;Ilópolis;4202;4310306
RS;43;10330;Imbé;20578;4310330
RS;43;10363;Imigrante;3157;4310363
RS;43;10405;Independência;6598;4310405
RS;43;10413;Inhacorá;2312;4310413
RS;43;10439;Ipê;6482;4310439
RS;43;10462;Ipiranga do Sul;1975;4310462
RS;43;10504;Iraí;7921;4310504
RS;43;10538;Itaara;5384;4310538
RS;43;10553;Itacurubi;3552;4310553
RS;43;10579;Itapuca;2295;4310579
RS;43;10603;Itaqui;39012;4310603
RS;43;10652;Itati;2583;4310652
RS;43;10702;Itatiba do Sul;3896;4310702
RS;43;10751;Ivorá;2104;4310751
RS;43;10801;Ivoti;22514;4310801
RS;43;10850;Jaboticaba;4082;4310850
RS;43;10876;Jacuizinho;2666;4310876
RS;43;10900;Jacutinga;3704;4310900
RS;43;11007;Jaguarão;28156;4311007
RS;43;11106;Jaguari;11514;4311106
RS;43;11122;Jaquirana;4083;4311122
RS;43;11130;Jari;3645;4311130
RS;43;11155;Jóia;8679;4311155
RS;43;11205;Júlio de Castilhos;20012;4311205
RS;43;11239;Lagoa Bonita do Sul;2852;4311239
RS;43;11254;Lagoão;6516;4311254
RS;43;11270;Lagoa dos Três Cantos;1650;4311270
RS;43;11304;Lagoa Vermelha;28454;4311304
RS;43;11403;Lajeado;79819;4311403
RS;43;11429;Lajeado do Bugre;2596;4311429
RS;43;11502;Lavras do Sul;7807;4311502
RS;43;11601;Liberato Salzano;5686;4311601
RS;43;11627;Lindolfo Collor;5765;4311627
RS;43;11643;Linha Nova;1712;4311643
RS;43;11700;Machadinho;5640;4311700
RS;43;11718;Maçambará;4804;4311718
RS;43;11734;Mampituba;3079;4311734
RS;43;11759;Manoel Viana;7383;4311759
RS;43;11775;Maquiné;7016;4311775
RS;43;11791;Maratá;2677;4311791
RS;43;11809;Marau;41059;4311809
RS;43;11908;Marcelino Ramos;4941;4311908
RS;43;11981;Mariana Pimentel;3932;4311981
RS;43;12005;Mariano Moro;2190;4312005
RS;43;12054;Marques de Souza;4159;4312054
RS;43;12104;Mata;5124;4312104
RS;43;12138;Mato Castelhano;2574;4312138
RS;43;12153;Mato Leitão;4276;4312153
RS;43;12179;Mato Queimado;1780;4312179
RS;43;12203;Maximiliano de Almeida;4804;4312203
RS;43;12252;Minas do Leão;8059;4312252
RS;43;12302;Miraguaí;4975;4312302
RS;43;12351;Montauri;1545;4312351
RS;43;12377;Monte Alegre dos Campos;3249;4312377
RS;43;12385;Monte Belo do Sul;2689;4312385
RS;43;12401;Montenegro;63868;4312401
RS;43;12427;Mormaço;2986;4312427
RS;43;12443;Morrinhos do Sul;3166;4312443
RS;43;12450;Morro Redondo;6566;4312450
RS;43;12476;Morro Reuter;6183;4312476
RS;43;12500;Mostardas;12794;4312500
RS;43;12609;Muçum;5006;4312609
RS;43;12617;Muitos Capões;3156;4312617
RS;43;12625;Muliterno;1903;4312625
RS;43;12658;Não-Me-Toque;17185;4312658
RS;43;12674;Nicolau Vergueiro;1752;4312674
RS;43;12708;Nonoai;12247;4312708
RS;43;12757;Nova Alvorada;3481;4312757
RS;43;12807;Nova Araçá;4471;4312807
RS;43;12906;Nova Bassano;9599;4312906
RS;43;12955;Nova Boa Vista;1932;4312955
RS;43;13003;Nova Bréscia;3344;4313003
RS;43;13011;Nova Candelária;2807;4313011
RS;43;13037;Nova Esperança do Sul;5125;4313037
RS;43;13060;Nova Hartz;20405;4313060
RS;43;13086;Nova Pádua;2568;4313086
RS;43;13102;Nova Palma;6605;4313102
RS;43;13201;Nova Petrópolis;20675;4313201
RS;43;13300;Nova Prata;25559;4313300
RS;43;13334;Nova Ramada;2417;4313334
RS;43;13359;Nova Roma do Sul;3603;4313359
RS;43;13375;Nova Santa Rita;26450;4313375
RS;43;13391;Novo Cabrais;4125;4313391
RS;43;13409;Novo Hamburgo;249508;4313409
RS;43;13425;Novo Machado;3757;4313425
RS;43;13441;Novo Tiradentes;2312;4313441
RS;43;13466;Novo Xingu;1790;4313466
RS;43;13490;Novo Barreiro;4181;4313490
RS;43;13508;Osório;44468;4313508
RS;43;13607;Paim Filho;4172;4313607
RS;43;13656;Palmares do Sul;11449;4313656
RS;43;13706;Palmeira das Missões;34844;4313706
RS;43;13805;Palmitinho;7184;4313805
RS;43;13904;Panambi;41781;4313904
RS;43;13953;Pantano Grande;9845;4313953
RS;43;14001;Paraí;7404;4314001
RS;43;14027;Paraíso do Sul;7677;4314027
RS;43;14035;Pareci Novo;3760;4314035
RS;43;14050;Parobé;56277;4314050
RS;43;14068;Passa Sete;5554;4314068
RS;43;14076;Passo do Sobrado;6430;4314076
RS;43;14100;Passo Fundo;198799;4314100
RS;43;14134;Paulo Bento;2308;4314134
RS;43;14159;Paverama;8485;4314159
RS;43;14175;Pedras Altas;2168;4314175
RS;43;14209;Pedro Osório;7999;4314209
RS;43;14308;Pejuçara;4043;4314308
RS;43;14407;Pelotas;344385;4314407
RS;43;14423;Picada Café;5595;4314423
RS;43;14456;Pinhal;2616;4314456
RS;43;14464;Pinhal da Serra;2104;4314464
RS;43;14472;Pinhal Grande;4544;4314472
RS;43;14498;Pinheirinho do Vale;4803;4314498
RS;43;14506;Pinheiro Machado;12913;4314506
RS;43;14548;Pinto Bandeira;2868;4314548
RS;43;14555;Pirapó;2625;4314555
RS;43;14605;Piratini;20799;4314605
RS;43;14704;Planalto;10623;4314704
RS;43;14753;Poço das Antas;2112;4314753
RS;43;14779;Pontão;3990;4314779
RS;43;14787;Ponte Preta;1706;4314787
RS;43;14803;Portão;34692;4314803
RS;43;14902;Porto Alegre;1484941;4314902
RS;43;15008;Porto Lucena;5227;4315008
RS;43;15057;Porto Mauá;2536;4315057
RS;43;15073;Porto Vera Cruz;1676;4315073
RS;43;15107;Porto Xavier;10718;4315107
RS;43;15131;Pouso Novo;1819;4315131
RS;43;15149;Presidente Lucena;2752;4315149
RS;43;15156;Progresso;6379;4315156
RS;43;15172;Protásio Alves;2034;4315172
RS;43;15206;Putinga;4159;4315206
RS;43;15305;Quaraí;23532;4315305
RS;43;15313;Quatro Irmãos;1856;4315313
RS;43;15321;Quevedos;2824;4315321
RS;43;15354;Quinze de Novembro;3826;4315354
RS;43;15404;Redentora;11187;4315404
RS;43;15453;Relvado;2187;4315453
RS;43;15503;Restinga Sêca;16315;4315503
RS;43;15552;Rio dos Índios;3317;4315552
RS;43;15602;Rio Grande;209378;4315602
RS;43;15701;Rio Pardo;39000;4315701
RS;43;15750;Riozinho;4607;4315750
RS;43;15800;Roca Sales;11101;4315800
RS;43;15909;Rodeio Bonito;5967;4315909
RS;43;15958;Rolador;2515;4315958
RS;43;16006;Rolante;20920;4316006
RS;43;16105;Ronda Alta;10695;4316105
RS;43;16204;Rondinha;5497;4316204
RS;43;16303;Roque Gonzales;7245;4316303
RS;43;16402;Rosário do Sul;40727;4316402
RS;43;16428;Sagrada Família;2676;4316428
RS;43;16436;Saldanha Marinho;2849;4316436
RS;43;16451;Salto do Jacuí;12490;4316451
RS;43;16477;Salvador das Missões;2776;4316477
RS;43;16501;Salvador do Sul;7434;4316501
RS;43;16600;Sananduva;16237;4316600
RS;43;16709;Santa Bárbara do Sul;8694;4316709
RS;43;16733;Santa Cecília do Sul;1695;4316733
RS;43;16758;Santa Clara do Sul;6285;4316758
RS;43;16808;Santa Cruz do Sul;127429;4316808
RS;43;16907;Santa Maria;278445;4316907
RS;43;16956;Santa Maria do Herval;6358;4316956
RS;43;16972;Santa Margarida do Sul;2519;4316972
RS;43;17004;Santana da Boa Vista;8414;4317004
RS;43;17103;Sant'Ana do Livramento;82312;4317103
RS;43;17202;Santa Rosa;72753;4317202
